x;funkcja biblioteczna; blad bezwzgledny od przodu;blad bezwzgledny od tylu;blad bezwzgledny ciagu p.;blad bezwzgledny ciagu t.
-0.995800;-5.4726707536929249;0.6653411766018982;0.6653411766018982;0.6653411766018982;0.6588688124756068
-0.995600;-5.4261507380580314;0.6351046703115033;0.6351046703115024;0.6351046703115033;0.6287622895982743
-0.995400;-5.3816989754871978;0.6067871661981519;0.6067871661981501;0.6067871661981519;0.6005721837937088
-0.995200;-5.3391393610684021;0.5802144300614378;0.5802144300614369;0.5802144300614378;0.5741243117699568
-0.995000;-5.2983173665481464;0.5552337778651149;0.5552337778651113;0.5552337778651149;0.5492660394066133
-0.994800;-5.2590966533948658;0.5317106891995715;0.5317106891995751;0.5317106891995707;0.5258628952364726
-0.994600;-5.2213563254120183;0.5095260602878442;0.5095260602878442;0.5095260602878433;0.5037958234702860
-0.994400;-5.1849886812411432;0.4885739568753493;0.4885739568753475;0.4885739568753493;0.4829589369049962
-0.994200;-5.1498973614298738;0.4687597616786645;0.4687597616786636;0.4687597616786645;0.4632576643905573
-0.994000;-5.1159958097541924;0.4499986360825483;0.4499986360825474;0.4499986360825483;0.4446072125446952
-0.993800;-5.0832059869312012;0.4322142342216617;0.4322142342216608;0.4322142342216617;0.4269312798520399
-0.993600;-5.0514572886166214;0.4153376213412701;0.4153376213412692;0.4153376213412701;0.4101609750418831
-0.993400;-5.0206856299498677;0.3993063586998735;0.3993063586998717;0.3993063586998744;0.3942339020075485
-0.993200;-4.9908326668001859;0.3840637251673131;0.3840637251673122;0.3840637251673131;0.3790933814209225
-0.993000;-4.9618451299269335;0.3695580517315920;0.3695580517315875;0.3695580517315911;0.3646877852553656
-0.992800;-4.9336742529602375;0.3557421498206237;0.3557421498206246;0.3557421498206237;0.3509699651232827
-0.992600;-4.9062752787721235;0.3425728180092280;0.3425728180092262;0.3425728180092271;0.3378967589985633
-0.992400;-4.8796070316899618;0.3300104145631311;0.3300104145631302;0.3300104145631311;0.3254285637758398
-0.992200;-4.8536315452867012;0.3180184855547079;0.3180184855547088;0.3180184855547079;0.3135289634010876
-0.992000;-4.8283137373024116;0.3065634401049220;0.3065634401049229;0.3065634401049211;0.3021644041282094
-0.991800;-4.8036211247120395;0.2956142657665284;0.2956142657665293;0.2956142657665284;0.2913039099165680
-0.991600;-4.7795235731329795;0.2851422782421951;0.2851422782421933;0.2851422782421951;0.2809188321631728
-0.991400;-4.7559930757227855;0.2751209005879351;0.2751209005879369;0.2751209005879360;0.2709826289199162
-0.991200;-4.7330035574980860;0.2655254678330374;0.2655254678330374;0.2655254678330374;0.2614706695270224
-0.991000;-4.7105307016460278;0.2563330535878077;0.2563330535878068;0.2563330535878077;0.2523600612340706
-0.990800;-4.6885517949272524;0.2475223157382986;0.2475223157382986;0.2475223157382986;0.2436294949077382
-0.990600;-4.6670455897062890;0.2390733587639176;0.2390733587639176;0.2390733587639176;0.2352591073621717
-0.990400;-4.6459921805084567;0.2309676105770908;0.2309676105770890;0.2309676105770908;0.2272303582111812
-0.990200;-4.6253728933057205;0.2231877120875225;0.2231877120875252;0.2231877120875225;0.2195259194447754
-0.990000;-4.6051701859882019;0.2157174179477899;0.2157174179477934;0.2157174179477890;0.2121295761867970
-0.989800;-4.5853675586920222;0.2085415071510335;0.2085415071510344;0.2085415071510335;0.2050261373044409
-0.989600;-4.5659494728349204;0.2016457023322484;0.2016457023322458;0.2016457023322484;0.1982013547211343
-0.989400;-4.5469012778642259;0.1950165967778332;0.1950165967778315;0.1950165967778332;0.1916418504374340
-0.989200;-4.5282091448520729;0.1886415882783341;0.1886415882783359;0.1886415882783341;0.1853350503949347
-0.989000;-4.5098600061838763;0.1825088190704873;0.1825088190704882;0.1825088190704882;0.1792691244292248
-0.988800;-4.4918415006811987;0.1766071212096989;0.1766071212096954;0.1766071212096989;0.1734329316531147
-0.988600;-4.4741419235817972;0.1709259667958944;0.1709259667958953;0.1709259667958944;0.1678159706929945
-0.988400;-4.4567501808699284;0.1654554225458433;0.1654554225458451;0.1654554225458433;0.1624083342714489
-0.988200;-4.4396557475106277;0.1601861082656741;0.1601861082656750;0.1601861082656741;0.1572006676899171
-0.988000;-4.4228486291942470;0.1551091588300162;0.1551091588300171;0.1551091588300162;0.1521841308177541
-0.987800;-4.4063193272430361;0.1502161893195746;0.1502161893195737;0.1502161893195737;0.1473503632395161
-0.987600;-4.3900588063712558;0.1454992630086505;0.1454992630086478;0.1454992630086505;0.1426914522520502
-0.987400;-4.3740584650248149;0.1409508619287143;0.1409508619287152;0.1409508619287143;0.1381999034374051
-0.987200;-4.3583101080566760;0.1365638597642986;0.1365638597642960;0.1365638597642986;0.1338686135679090
-0.987000;-4.3428059215207107;0.1323314968639062;0.1323314968639089;0.1323314968639053;0.1296908456260937
-0.986800;-4.3275384493899223;0.1282473571720315;0.1282473571720333;0.1282473571720324;0.1256602057455325
-0.986600;-4.3125005720253817;0.1243053469085202;0.1243053469085211;0.1243053469085202;0.1217706218988566
-0.986400;-4.2976854862402405;0.1204996748398361;0.1204996748398361;0.1204996748398361;0.1180163241775301
-0.986200;-4.2830866868190878;0.1168248340024673;0.1168248340024682;0.1168248340024665;0.1143918265235691
-0.986000;-4.2686979493669890;0.1132755847528815;0.1132755847528815;0.1132755847528815;0.1108919097876715
-0.985800;-4.2545133143750320;0.1098469390309056;0.1098469390309056;0.1098469390309056;0.1075116060006112
-0.985600;-4.2405270724002921;0.1065341457345017;0.1065341457344999;0.1065341457345017;0.1042461837558664
-0.985400;-4.2267337502679565;0.1033326771136949;0.1033326771136958;0.1033326771136949;0.1010911346112513
-0.985200;-4.2131280982121782;0.1002382161003261;0.1002382161003252;0.1002382161003261;0.0980421604262256
-0.985000;-4.1997050778800373;0.0972466444979716;0.0972466444979725;0.0972466444979716;0.0950951615592350
-0.984800;-4.1864598511300164;0.0943540319635865;0.0943540319635856;0.0943540319635865;0.0922462258566012
-0.984600;-4.1733877695626633;0.0915566257184723;0.0915566257184723;0.0915566257184723;0.0894916183706407
-0.984400;-4.1604843647267558;0.0888508409320474;0.0888508409320465;0.0888508409320474;0.0868277717503991
-0.984200;-4.1477453389493260;0.0862332517267062;0.0862332517267079;0.0862332517267062;0.0842512772534008
-0.984000;-4.1351665567424662;0.0837005827568484;0.0837005827568484;0.0837005827568476;0.0817588763313557
-0.983800;-4.1227440367439092;0.0812497013189821;0.0812497013189830;0.0812497013189821;0.0793474527468963
-0.983600;-4.1104739441520941;0.0788776099537953;0.0788776099537944;0.0788776099537953;0.0770140251820832
-0.983400;-4.0983525836197501;0.0765814395041309;0.0765814395041353;0.0765814395041309;0.0747557403027503
-0.983200;-4.0863763925730341;0.0743584425960782;0.0743584425960799;0.0743584425960782;0.0725698662457779
-0.983000;-4.0745419349260308;0.0722059875128789;0.0722059875128780;0.0722059875128789;0.0704537864991259
-0.982800;-4.0628458951628401;0.0701215524340517;0.0701215524340504;0.0701215524340517;0.0684049941469360
-0.982600;-4.0512850727617638;0.0681027200142048;0.0681027200142048;0.0681027200142044;0.0664210864541892
-0.982400;-4.0398563769381415;0.0661471722781406;0.0661471722781410;0.0661471722781406;0.0644997597675721
-0.982200;-4.0285568216842078;0.0642526858106631;0.0642526858106605;0.0642526858106631;0.0626388047109248
-0.982000;-4.0173835210860824;0.0624171272212308;0.0624171272212277;0.0624171272212308;0.0608361016554313
-0.981800;-4.0063336848994977;0.0606384488651281;0.0606384488651277;0.0606384488651281;0.0590896164461983
-0.981600;-3.9954046143673074;0.0589146848041855;0.0589146848041859;0.0589146848041855;0.0573973963683003
-0.981400;-3.9845936982630916;0.0572439469914188;0.0572439469914183;0.0572439469914183;0.0557575663366325
-0.981200;-3.9738984091463436;0.0556244216651152;0.0556244216651187;0.0556244216651152;0.0541683252951302
-0.981000;-3.9633162998158067;0.0540543659389843;0.0540543659389825;0.0540543659389843;0.0526279428118874
-0.980800;-3.9528449999485114;0.0525321045758678;0.0525321045758673;0.0525321045758678;0.0511347558578485
-0.980600;-3.9424822129129646;0.0510560269336522;0.0510560269336495;0.0510560269336513;0.0496871657574900
-0.980400;-3.9322257127457756;0.0496245840725202;0.0496245840725202;0.0496245840725202;0.0482836353008311
-0.980200;-3.9220733412817577;0.0482362860137724;0.0482362860137724;0.0482362860137724;0.0469226860068757
-0.980000;-3.9120230054282561;0.0468896991408574;0.0468896991408583;0.0468896991408574;0.0456028955292056
-0.979800;-3.9020726745750882;0.0455834437341571;0.0455834437341580;0.0455834437341567;0.0443228951952106
-0.979600;-3.8922203781320763;0.0443161916314425;0.0443161916314421;0.0443161916314443;0.0430813676709305
-0.979400;-3.8824642031867116;0.0430866640066032;0.0430866640066041;0.0430866640066032;0.0418770447440644
-0.979200;-3.8728022922749750;0.0418936292597336;0.0418936292597332;0.0418936292597332;0.0407087052182606
-0.979000;-3.8632328412588244;0.0407359010120394;0.0407359010120385;0.0407359010120394;0.0395751729121558
-0.978800;-3.8537540973042805;0.0396123361996157;0.0396123361996135;0.0396123361996157;0.0384753147571870
-0.978600;-3.8443643569544412;0.0385218332603712;0.0385218332603721;0.0385218332603712;0.0374080389884877
-0.978400;-3.8350619642921280;0.0374633304089054;0.0374633304089045;0.0374633304089054;0.0363722934236348
-0.978200;-3.8258453091872040;0.0364358039943160;0.0364358039943156;0.0364358039943151;0.0353670638243031
-0.978000;-3.8167128256239313;0.0354382669364353;0.0354382669364348;0.0354382669364353;0.0343913723362066
-0.977800;-3.8076629901040135;0.0344697672360756;0.0344697672360748;0.0344697672360756;0.0334442760030234
-0.977600;-3.7986943201212529;0.0335293865552875;0.0335293865552875;0.0335293865552875;0.0325248653502475
-0.977400;-3.7898053727040071;0.0326162388638385;0.0326162388638398;0.0326162388638385;0.0316322630351915
-0.977200;-3.7809947430218522;0.0317294691483241;0.0317294691483236;0.0317294691483241;0.0307656225595503
-0.977000;-3.7722610630530973;0.0308682521805852;0.0308682521805856;0.0308682521805852;0.0299241270412192
-0.976800;-3.7636030003099830;0.0300317913423207;0.0300317913423185;0.0300317913423207;0.0291069880422055
-0.976600;-3.7550192566185916;0.0292193175028848;0.0292193175028834;0.0292193175028848;0.0283134444497137
-0.976400;-3.7465085669506828;0.0284300879475761;0.0284300879475747;0.0284300879475752;0.0275427614076045
-0.976200;-3.7380696983048183;0.0276633853537471;0.0276633853537454;0.0276633853537480;0.0267942292956467
-0.976000;-3.7297014486343016;0.0269185168123083;0.0269185168123105;0.0269185168123078;0.0260671627540994
-0.975800;-3.7214026458196066;0.0261948128923422;0.0261948128923426;0.0261948128923417;0.0253608997513184
-0.975600;-3.7131721466830911;0.0254916267465828;0.0254916267465806;0.0254916267465828;0.0246748006922104
-0.975400;-3.7050088360439299;0.0248083332557902;0.0248083332557902;0.0248083332557902;0.0240082475654968
-0.975200;-3.6969116258113108;0.0241443282100531;0.0241443282100544;0.0241443282100531;0.0233606431278446
-0.975000;-3.6888794541140464;0.0234990275251605;0.0234990275251628;0.0234990275251605;0.0227314101230323
-0.974800;-3.6809112844648695;0.0228718664923928;0.0228718664923959;0.0228718664923937;0.0221199905344664
-0.974600;-3.6730061049577563;0.0222622990600492;0.0222622990600501;0.0222622990600492;0.0215258448693860
-0.974400;-3.6651629274967306;0.0216697971451958;0.0216697971451949;0.0216697971451949;0.0209484514732425
-0.974200;-3.6573807870546755;0.0210938499742062;0.0210938499742048;0.0210938499742062;0.0203873058728021
-0.974000;-3.6496587409607653;0.0205339634506827;0.0205339634506831;0.0205339634506827;0.0198419201465936
-0.973800;-3.6419958682151958;0.0199896595494993;0.0199896595494993;0.0199896595494993;0.0193118223214208
-0.973600;-3.6343912688299769;0.0194604757356984;0.0194604757356962;0.0194604757356989;0.0187965557936947
-0.973400;-3.6268440631945937;0.0189459644071133;0.0189459644071142;0.0189459644071133;0.0182956787744315
-0.973200;-3.6193533914654363;0.0184456923596317;0.0184456923596308;0.0184456923596317;0.0178087637568316
-0.973000;-3.6119184129779183;0.0179592402739783;0.0179592402739797;0.0179592402739792;0.0173353970053731
-0.972800;-3.6045383056802955;0.0174862022231359;0.0174862022231350;0.0174862022231355;0.0168751780654546
-0.972600;-3.5972122655882228;0.0170261851993740;0.0170261851993709;0.0170261851993736;0.0164277192926301
-0.972400;-3.5899395062591428;0.0165788086600616;0.0165788086600598;0.0165788086600611;0.0159926454005830
-0.972200;-3.5827192582856560;0.0161437040913954;0.0161437040913950;0.0161437040913959;0.0155695930269459
-0.972000;-3.5755507688070431;0.0157205145892387;0.0157205145892378;0.0157205145892387;0.0151582103162284
-0.971800;-3.5684333010381795;0.0153088944563127;0.0153088944563113;0.0153088944563127;0.0147581565190378
-0.971600;-3.5613661338150870;0.0149085088150391;0.0149085088150396;0.0149085088150391;0.0143691016069072
-0.971400;-3.5543485611564405;0.0145190332353340;0.0145190332353349;0.0145190332353340;0.0139907259020404
-0.971200;-3.5473798918403467;0.0141401533766854;0.0141401533766863;0.0141401533766854;0.0136227197213064
-0.971000;-3.5404594489957733;0.0137715646439256;0.0137715646439251;0.0137715646439256;0.0132647830338923
-0.970800;-3.5335865697080111;0.0134129718560887;0.0134129718560896;0.0134129718560883;0.0129166251319961
-0.970600;-3.5267606046376114;0.0130640889278109;0.0130640889278117;0.0130640889278104;0.0125779643140218
-0.970400;-3.5199809176522323;0.0127246385627093;0.0127246385627067;0.0127246385627093;0.0122485275797422
-0.970200;-3.5132468854708883;0.0123943519582559;0.0123943519582563;0.0123943519582559;0.0119280503369117
-0.970000;-3.5065578973200919;0.0120729685216894;0.0120729685216885;0.0120729685216894;0.0116162761188412
-0.969800;-3.4999133546014232;0.0117602355964084;0.0117602355964075;0.0117602355964084;0.0113129563124987
-0.969600;-3.4933126705700710;0.0114559081985370;0.0114559081985375;0.0114559081985370;0.0110178498966951
-0.969400;-3.4867552700239122;0.0111597487631441;0.0111597487631432;0.0111597487631441;0.0107307231898890
-0.969200;-3.4802405890027184;0.0108715268997415;0.0108715268997424;0.0108715268997415;0.0104513496072851
-0.969000;-3.4737680744971011;0.0105910191567355;0.0105910191567355;0.0105910191567351;0.0101795094267949
-0.968800;-3.4673371841668104;0.0103180087943699;0.0103180087943713;0.0103180087943708;0.0099149895635144
-0.968600;-3.4609473860680393;0.0100522855659162;0.0100522855659171;0.0100522855659153;0.0096575833523778
-0.968400;-3.4545981583893806;0.0097936455066945;0.0097936455066936;0.0097936455066945;0.0094070903386339
-0.968200;-3.4482889891961159;0.0095418907306715;0.0095418907306719;0.0095418907306715;0.0091633160758748
-0.968000;-3.4420193761825209;0.0092968292343119;0.0092968292343114;0.0092968292343114;0.0089260719312638
-0.967800;-3.4357888264318848;0.0090582747073649;0.0090582747073649;0.0090582747073649;0.0086951748977069
-0.967600;-3.4295968561839634;0.0088260463503742;0.0088260463503769;0.0088260463503742;0.0084704474126913
-0.967400;-3.4234429906095851;0.0085999686986060;0.0085999686986065;0.0085999686986060;0.0082517171835255
-0.967200;-3.4173267635921492;0.0083798714521128;0.0083798714521133;0.0083798714521124;0.0080388170187122
-0.967000;-3.4112477175157672;0.0081655893117931;0.0081655893117945;0.0081655893117931;0.0078315846652437
-0.966800;-3.4052054030598042;0.0079569618211091;0.0079569618211095;0.0079569618211086;0.0076298626515681
-0.966600;-3.3991993789995925;0.0077538332133029;0.0077538332133025;0.0077538332133029;0.0074334981360269
-0.966400;-3.3932292120130887;0.0075560522638822;0.0075560522638844;0.0075560522638822;0.0072423427605233
-0.966200;-3.3872944764932740;0.0073634721481950;0.0073634721481937;0.0073634721481950;0.0070562525092517
-0.966000;-3.3813947543660858;0.0071759503038380;0.0071759503038398;0.0071759503038380;0.0068750875722827
-0.965800;-3.3755296349136876;0.0069933482978297;0.0069933482978293;0.0069933482978297;0.0066987122138125
-0.965600;-3.3696987146028947;0.0068155316982184;0.0068155316982179;0.0068155316982179;0.0065269946449114
-0.965400;-3.3639015969185686;0.0066423699501037;0.0066423699501059;0.0066423699501037;0.0063598069005950
-0.965200;-3.3581378922018184;0.0064737362558183;0.0064737362558178;0.0064737362558178;0.0061970247210690
-0.965000;-3.3524072174928334;0.0063095074591155;0.0063095074591160;0.0063095074591155;0.0060385274369641
-0.964800;-3.3467091963781956;0.0061495639332825;0.0061495639332847;0.0061495639332825;0.0058841978584461
-0.964600;-3.3410434588425186;0.0059937894729587;0.0059937894729618;0.0059937894729587;0.0057339221680395
-0.964400;-3.3354096411242624;0.0058420711895564;0.0058420711895577;0.0058420711895564;0.0055875898170177
-0.964200;-3.3298073855755925;0.0056942994101514;0.0056942994101550;0.0056942994101514;0.0054450934252630
-0.964000;-3.3242363405261370;0.0055503675797399;0.0055503675797399;0.0055503675797399;0.0053063286844308
-0.963800;-3.3186961601505218;0.0054101721666551;0.0054101721666546;0.0054101721666551;0.0051711942643324
-0.963600;-3.3131865043395523;0.0052736125711603;0.0052736125711581;0.0052736125711603;0.0050395917223778
-0.963400;-3.3077070385749265;0.0051405910369753;0.0051405910369740;0.0051405910369748;0.0049114254160232
-0.963200;-3.3022574338073620;0.0050110125657281;0.0050110125657259;0.0050110125657286;0.0047866024180627
-0.963000;-3.2968373663380226;0.0048847848341507;0.0048847848341524;0.0048847848341507;0.0046650324346951
-0.962800;-3.2914465177031462;0.0047618181140074;0.0047618181140070;0.0047618181140074;0.0045466277262509
-0.962600;-3.2860845745617611;0.0046420251945434;0.0046420251945438;0.0046420251945434;0.0044313030305023
-0.962400;-3.2807512285863982;0.0045253213074967;0.0045253213074981;0.0045253213074967;0.0043189754884283
-0.962200;-3.2754461763567053;0.0044116240544825;0.0044116240544794;0.0044116240544825;0.0042095645724136
-0.962000;-3.2701691192558613;0.0043008533366864;0.0043008533366868;0.0043008533366873;0.0041029920167048
-0.961800;-3.2649197633697176;0.0041929312868616;0.0041929312868612;0.0041929312868616;0.0039991817501370
-0.961600;-3.2596978193885660;0.0040877822034151;0.0040877822034160;0.0040877822034151;0.0038980598309912
-0.961400;-3.2545030025114619;0.0039853324866432;0.0039853324866432;0.0039853324866432;0.0037995543839271
-0.961200;-3.2493350323530192;0.0038855105769504;0.0038855105769460;0.0038855105769500;0.0037035955389242
-0.961000;-3.2441936328526007;0.0037882468950192;0.0037882468950183;0.0037882468950192;0.0036101153721564
-0.960800;-3.2390785321858302;0.0036934737838994;0.0036934737838994;0.0036934737838998;0.0035190478487270
-0.960600;-3.2339894626783590;0.0036011254528567;0.0036011254528563;0.0036011254528567;0.0034303287672186
-0.960400;-3.2289261607218123;0.0035111379230135;0.0035111379230131;0.0035111379230135;0.0033438957059815
-0.960200;-3.2238883666918552;0.0034234489746807;0.0034234489746794;0.0034234489746807;0.0032596879710960
-0.960000;-3.2188758248683107;0.0033379980963173;0.0033379980963164;0.0033379980963177;0.0031776465459745
-0.959800;-3.2138882833572717;0.0032547264350860;0.0032547264350860;0.0032547264350860;0.0030977140425215
-0.959600;-3.2089254940151428;0.0031735767489303;0.0031735767489298;0.0031735767489303;0.0030198346538177
-0.959400;-3.2039872123745603;0.0030944933601256;0.0030944933601256;0.0030944933601260;0.0029439541082796
-0.959200;-3.1990731975721314;0.0030174221102786;0.0030174221102794;0.0030174221102786;0.0028700196252114
-0.959000;-3.1941832122779394;0.0029423103166892;0.0029423103166861;0.0029423103166892;0.0027979798717483
-0.958800;-3.1893170226267666;0.0028691067300421;0.0028691067300426;0.0028691067300421;0.0027277849211322
-0.958600;-3.1844743981509787;0.0027977614934391;0.0027977614934382;0.0027977614934391;0.0026593862122350
-0.958400;-3.1796551117150296;0.0027282261026036;0.0027282261026031;0.0027282261026027;0.0025927365103517
-0.958200;-3.1748589394515365;0.0026604533673629;0.0026604533673633;0.0026604533673629;0.0025277898691813
-0.958000;-3.1700856606988790;0.0025943973742582;0.0025943973742599;0.0025943973742582;0.0024645015939528
-0.957800;-3.1653350579402812;0.0025300134503015;0.0025300134503032;0.0025300134503015;0.0024028282056938
-0.957600;-3.1606069167443351;0.0024672581278216;0.0024672581278202;0.0024672581278216;0.0023427274065639
-0.957400;-3.1559010257069224;0.0024060891103583;0.0024060891103583;0.0024060891103583;0.0022841580462516
-0.957200;-3.1512171763944963;0.0023464652396141;0.0023464652396110;0.0023464652396137;0.0022270800893698
-0.957000;-3.1465551632886846;0.0022883464633416;0.0022883464633425;0.0022883464633416;0.0021714545838463
-0.956800;-3.1419147837321826;0.0022316938042595;0.0022316938042599;0.0022316938042595;0.0021172436302543
-0.956600;-3.1372958378758882;0.0021764693298221;0.0021764693298225;0.0021764693298221;0.0020644103520677
-0.956400;-3.1326981286272586;0.0021226361229454;0.0021226361229463;0.0021226361229454;0.0020129188668050
-0.956200;-3.1281214615998469;0.0020701582535763;0.0020701582535767;0.0020701582535763;0.0019627342580328
-0.956000;-3.1235656450639859;0.0020190007511052;0.0020190007511047;0.0020190007511052;0.0019138225481994
-0.955800;-3.1190304898985945;0.0019691295776010;0.0019691295776010;0.0019691295776010;0.0018661506722877
-0.955600;-3.1145158095440681;0.0019205116018379;0.0019205116018362;0.0019205116018379;0.0018196864522326
-0.955400;-3.1100214199562286;0.0018731145740647;0.0018731145740634;0.0018731145740647;0.0017743985721106
-0.955200;-3.1055471395613079;0.0018269071015506;0.0018269071015498;0.0018269071015506;0.0017302565540489
-0.955000;-3.1010927892119273;0.0017818586248164;0.0017818586248168;0.0017818586248164;0.0016872307348552
-0.954800;-3.0966581921440617;0.0017379393945802;0.0017379393945793;0.0017379393945802;0.0016452922433263
-0.954600;-3.0922431739349450;0.0016951204493605;0.0016951204493605;0.0016951204493605;0.0016044129782249
-0.954400;-3.0878475624619068;0.0016533735937512;0.0016533735937507;0.0016533735937512;0.0015645655869081
-0.954200;-3.0834711878621079;0.0016126713773068;0.0016126713773059;0.0016126713773064;0.0015257234445682
-0.954000;-3.0791138824931523;0.0015729870740580;0.0015729870740566;0.0015729870740580;0.0014878606340920
-0.953800;-3.0747754808945542;0.0015342946626076;0.0015342946626062;0.0015342946626076;0.0014509519264911
-0.953600;-3.0704558197500376;0.0014965688068123;0.0014965688068127;0.0014965688068123;0.0014149727619195
-0.953400;-3.0661547378506468;0.0014597848370173;0.0014597848370173;0.0014597848370173;0.0013798992312233
-0.953200;-3.0618720760586462;0.0014239187318221;0.0014239187318226;0.0014239187318217;0.0013457080580408
-0.953000;-3.0576076772721885;0.0013889471003878;0.0013889471003878;0.0013889471003878;0.0013123765814047
-0.952800;-3.0533613863907374;0.0013548471652354;0.0013548471652367;0.0013548471652354;0.0012798827388565
-0.952600;-3.0491330502812164;0.0013215967455573;0.0013215967455547;0.0013215967455569;0.0012482050500493
-0.952400;-3.0449225177448729;0.0012891742409646;0.0012891742409642;0.0012891742409646;0.0012173226008052
-0.952200;-3.0407296394848369;0.0012575586157624;0.0012575586157615;0.0012575586157628;0.0011872150276488
-0.952000;-3.0365542680743562;0.0012267293836086;0.0012267293836081;0.0012267293836086;0.0011578625027764
-0.951800;-3.0323962579256927;0.0011966665926462;0.0011966665926457;0.0011966665926462;0.0011292457194498
-0.951600;-3.0282554652596612;0.0011673508110479;0.0011673508110492;0.0011673508110479;0.0011013458778137
-0.951400;-3.0241317480757992;0.0011387631129738;0.0011387631129733;0.0011387631129738;0.0010741446711147
-0.951200;-3.0200249661231457;0.0011108850649073;0.0011108850649078;0.0011108850649073;0.0010476242723123
-0.951000;-3.0159349808716205;0.0010836987124105;0.0010836987124110;0.0010836987124105;0.0010217673210726
-0.950800;-3.0118616554839845;0.0010571865672224;0.0010571865672233;0.0010571865672229;0.0009965569111205
-0.950600;-3.0078048547883705;0.0010313315947346;0.0010313315947372;0.0010313315947346;0.0009719765779632
-0.950400;-3.0037644452513654;0.0010061172018201;0.0010061172018223;0.0010061172018201;0.0009480102869572
-0.950200;-2.9997402949516401;0.0009815272249911;0.0009815272249916;0.0009815272249911;0.0009246424217015
-0.950000;-2.9957322735541010;0.0009575459189017;0.0009575459189004;0.0009575459189022;0.0009018577727686
-0.949800;-2.9917402522845635;0.0009341579451636;0.0009341579451636;0.0009341579451636;0.0008796415267525
-0.949600;-2.9877641039049241;0.0009113483614831;0.0009113483614840;0.0009113483614831;0.0008579792556143
-0.949400;-2.9838037026888271;0.0008891026110898;0.0008891026110920;0.0008891026110898;0.0008368569063397
-0.949200;-2.9798589243978109;0.0008674065124681;0.0008674065124690;0.0008674065124685;0.0008162607908728
-0.949000;-2.9759296462579212;0.0008462462493593;0.0008462462493610;0.0008462462493593;0.0007961775763392
-0.948800;-2.9720157469367852;0.0008256083610694;0.0008256083610703;0.0008256083610694;0.0007765942755436
-0.948600;-2.9681171065211278;0.0008054797330108;0.0008054797330113;0.0008054797330104;0.0007574982377241
-0.948400;-2.9642336064947301;0.0007858475875357;0.0007858475875331;0.0007858475875353;0.0007388771395695
-0.948200;-2.9603651297168097;0.0007666994749935;0.0007666994749940;0.0007666994749931;0.0007207189764822
-0.948000;-2.9565115604008199;0.0007480232650776;0.0007480232650767;0.0007480232650776;0.0007030120540943
-0.947800;-2.9526727840936542;0.0007298071383497;0.0007298071383506;0.0007298071383497;0.0006857449799988
-0.947600;-2.9488486876552509;0.0007120395780595;0.0007120395780600;0.0007120395780595;0.0006689066557310
-0.947400;-2.9450391592385832;0.0006947093621439;0.0006947093621434;0.0006947093621439;0.0006524862689523
-0.947200;-2.9412440882700315;0.0006778055554633;0.0006778055554628;0.0006778055554633;0.0006364732858666
-0.947000;-2.9374633654301254;0.0006613175022574;0.0006613175022574;0.0006613175022574;0.0006208574438333
-0.946800;-2.9336968826346483;0.0006452348187929;0.0006452348187915;0.0006452348187924;0.0006056287441880
